#time,accel_x,accel_y,accel_z
117.855517,-0.000000,8882.471304,-1225.752797
117.855826,814.226536,9104.533087,229.828649
117.856136,-296.082377,9548.656652,-995.924147
117.856446,592.164754,9548.656652,-1915.238745
117.856755,-148.041188,9770.718434,-1608.800546
117.857065,-370.102971,9474.636058,-2757.943793
117.857375,222.061783,9548.656652,-1149.143247
117.857684,-74.020594,9252.574275,-842.705048
117.857994,-0.000000,9178.553681,-229.828649
117.858303,-148.041188,9252.574275,-1225.752797
117.858613,-0.000000,9104.533087,-2528.115143
117.858923,740.205942,9992.780217,-2374.896044
117.859232,-740.205942,10288.862594,-1225.752797
117.859542,740.205942,10362.883188,229.828649
117.859852,222.061783,9696.697840,0.000000
117.860161,370.102971,6957.935855,-1608.800546
117.860471,-0.000000,8512.368333,-2221.676944
117.860780,-148.041188,8734.430116,-2145.067394
117.861090,-0.000000,10288.862594,-612.876398
117.861400,-518.144159,10807.006753,2911.162892
117.861709,1480.411884,8142.265362,1072.533697
117.862019,1702.473667,7476.080014,689.485948
117.862329,4959.379811,6217.729913,459.657299
117.862638,1998.556043,5995.668130,6741.640382
117.862948,-370.102971,6809.894666,10955.165621
117.863257,296.082377,6439.791695,11797.870669
117.863567,7698.141797,9178.553681,5975.544884
117.863877,4885.359217,5329.482782,2834.553343
117.864186,-1924.535449,8068.244768,10878.556072
117.864496,-2368.659014,11251.130318,16011.395908
117.864806,2368.659014,11029.068536,5132.839837
117.865115,2516.700203,12805.562797,2911.162892
117.865425,-1406.391290,12805.562797,11184.994271
117.865734,-9178.553681,15100.201217,15015.471761
117.866044,4811.338623,25018.960840,-2604.724693
117.866354,7476.080014,3108.864956,-1991.848295
117.866663,-444.123565,13249.686362,16854.100956
117.866973,-19541.436869,8438.347739,33861.421012
117.867283,4219.173869,21021.848753,4519.963438
117.867592,2220.617826,6513.812290,-6435.202183
117.867902,-1554.432478,11029.068536,3907.087040
117.868211,-11547.212695,6661.853478,11261.603821
117.868521,-888.247130,9770.718434,3753.867940
117.868831,-296.082377,6883.915261,4519.963438
117.869140,-5625.565159,3330.926739,16241.224558
117.869450,5181.441594,3182.885551,13559.890315
117.869760,-5921.647536,-1776.494261,13100.233016
117.870069,5625.565159,7179.997637,14555.814462
117.870379,-3034.844362,5551.544565,10418.898773
117.870688,-740.205942,6661.853478,1915.238745
117.870998,-2664.741391,8216.285956,8580.269578
117.871308,1628.453072,14508.036463,3217.601092
117.871617,6661.853478,14137.933492,-6358.592633
117.871927,-1480.411884,14063.912898,13559.890315
117.872237,-0.000000,9770.718434,26353.685131
117.872546,1184.329507,3627.009116,16930.710506
117.872856,4145.153275,5477.523971,9193.145976
117.873165,-2442.679609,5329.482782,12487.356617
117.873475,2738.761985,12213.398043,2374.896044
117.873785,5107.421000,14878.139434,-5592.497135
117.874094,1702.473667,18061.024985,3677.258390
117.874404,-3923.091493,13619.789333,14785.643111
117.874713,-3923.091493,13471.748144,12870.404366
117.875023,962.267725,10881.027347,6818.249932
117.875333,3330.926739,7994.224174,-1762.019645
117.875642,2516.700203,6661.853478,-1838.629195
117.875952,-444.123565,8586.388927,12257.527968
117.876262,-1554.432478,11177.109724,17466.977354
117.876571,2146.597232,8142.265362,7967.393179
117.876881,4737.318029,6439.791695,383.047749
117.877190,-3108.864956,3478.967927,-612.876398
117.877500,-7254.018232,6069.688724,8580.269578
117.877810,-2072.576638,7328.038826,536.266849
117.878119,8068.244768,9400.615463,-8350.440928
117.878429,5995.668130,8512.368333,1302.362347
117.878739,-4737.318029,5329.482782,19612.044749
117.879048,-6735.874072,9474.636058,22063.550342
117.879358,1554.432478,11621.233289,7660.954980
117.879667,5847.626942,9326.594869,-5209.449386
117.879977,-5033.400406,14137.933492,766.095498
117.880287,-9400.615463,12731.542202,4826.401637
117.880596,1332.370696,14508.036463,-4213.525239
117.880906,10807.006753,13619.789333,-5975.544884
117.881216,444.123565,10214.842000,12640.575717
117.881525,-6069.688724,5625.565159,32252.620466
117.881835,3108.864956,5921.647536,17696.806004
117.882144,5995.668130,4219.173869,2221.676944
117.882454,-4515.256246,6217.729913,8580.269578
117.882764,-4959.379811,-6143.709319,8273.831378
117.883073,-1702.473667,-2590.720797,-5745.716235
117.883383,6957.935855,8216.285956,4903.011187
117.883693,-27609.681637,-2590.720797,30720.429470
117.884002,11695.253884,17987.004391,19152.387450
117.884312,5847.626942,518.144159,-8197.221829
117.884621,-5107.421000,13101.645173,1532.190996
117.884931,-2812.782580,10140.821405,12870.404366
117.885241,4515.256246,11695.253884,-5439.278036
117.885550,592.164754,14730.098246,2298.286494
117.885860,-4663.297435,16654.633695,26047.246932
117.886170,2812.782580,13249.686362,12870.404366
117.886479,-8290.306550,7105.977043,1762.019645
117.886789,-1406.391290,14804.118840,12027.699319
117.887098,1480.411884,13249.686362,3600.648841
117.887408,740.205942,12657.521608,-9806.022374
117.887718,-1924.535449,15988.448347,8503.660028
117.888027,-5255.462188,16802.674883,15168.690860
117.888337,3627.009116,14211.954086,-3294.210641
117.888647,4589.276840,5995.668130,-1762.019645
117.888956,-5847.626942,12805.562797,17926.634653
117.889266,-3552.988522,7328.038826,13559.890315
