#time,accel_x,accel_y,accel_z
95.248840,1110.308913,8512.368333,153.219100
95.249150,-0.000000,8882.471304,-1685.410096
95.249460,-0.000000,8512.368333,-2604.724693
95.249770,-296.082377,9400.615463,-1532.190996
95.250079,1332.370696,9918.759623,-2374.896044
95.250389,444.123565,10140.821405,-1685.410096
95.250699,222.061783,9252.574275,-919.314598
95.251009,-0.000000,9474.636058,-1455.581446
95.251318,-0.000000,8956.491898,-1838.629195
95.251628,444.123565,9252.574275,-1532.190996
95.251938,-370.102971,10140.821405,-153.219100
95.252248,-370.102971,9474.636058,-1072.533697
95.252558,814.226536,9030.512492,-2757.943793
95.252867,444.123565,9548.656652,-2451.505594
95.253177,-962.267725,10436.903782,-383.047749
95.253487,666.185348,9474.636058,76.609550
95.253797,222.061783,9770.718434,-153.219100
95.254107,444.123565,8882.471304,-766.095498
95.254416,-1702.473667,8068.244768,-7814.174080
95.254726,-222.061783,9400.615463,-2757.943793
95.255036,666.185348,9474.636058,-383.047749
95.255346,-74.020594,9030.512492,995.924147
95.255656,1702.473667,8512.368333,995.924147
95.255965,1406.391290,10362.883188,-1455.581446
95.256275,4441.235652,5921.647536,689.485948
95.256585,1776.494261,6069.688724,7814.174080
95.256895,1480.411884,6809.894666,11874.480219
95.257204,-962.267725,5921.647536,7737.564530
95.257514,8512.368333,8734.430116,6818.249932
95.257824,4737.318029,5921.647536,2757.943793
95.258134,-1702.473667,8142.265362,9806.022374
95.258444,-1776.494261,11621.233289,15245.300410
95.258753,2738.761985,9992.780217,2987.772442
95.259063,962.267725,11399.171507,3753.867940
95.259373,-2368.659014,13027.624579,12563.966167
95.259683,-8290.306550,16358.551318,12410.747068
95.259993,4959.379811,22946.384202,-4596.572988
95.260302,5329.482782,5329.482782,-1225.752797
95.260612,444.123565,13693.809927,18079.853753
95.260922,-18801.230927,9252.574275,29954.333972
95.261232,4219.173869,20281.642811,4060.306139
95.261541,2590.720797,4145.153275,-1455.581446
95.261851,-2738.761985,11325.150913,4366.744339
95.262161,-10881.027347,7402.059420,9269.755526
95.262471,296.082377,12509.480420,689.485948
95.262781,-0.000000,6735.874072,3447.429741
95.263090,-6513.812290,5847.626942,17083.929605
95.263400,5107.421000,4219.173869,15245.300410
95.263710,-6217.729913,-1406.391290,14402.595362
95.264020,4145.153275,5181.441594,14632.424012
95.264330,-3404.947333,6291.750507,9422.974625
95.264639,-592.164754,7698.141797,153.219100
95.264949,-592.164754,9918.759623,3753.867940
95.265259,1332.370696,14804.118840,919.314598
95.265569,4071.132681,12435.459826,-153.219100
