#time,accel_x,accel_y,accel_z
120.395303,-0.000000,9326.594869,-1072.533697
120.395613,-222.061783,8660.409521,-2374.896044
120.395923,-370.102971,9474.636058,-1149.143247
120.396233,296.082377,9474.636058,-1915.238745
120.396543,296.082377,9474.636058,-1991.848295
120.396852,-296.082377,9622.677246,-995.924147
120.397162,296.082377,10214.842000,-995.924147
120.397472,222.061783,10066.800811,-842.705048
120.397782,-370.102971,9696.697840,-995.924147
120.398092,-148.041188,9178.553681,-2221.676944
120.398401,-1184.329507,10214.842000,-1532.190996
120.398711,666.185348,9622.677246,-995.924147
120.399021,-592.164754,9178.553681,-766.095498
120.399331,1184.329507,10362.883188,0.000000
120.399641,148.041188,9178.553681,-612.876398
120.399951,740.205942,7105.977043,-2834.553343
120.400260,-0.000000,8882.471304,-1302.362347
120.400570,-0.000000,9030.512492,-1455.581446
120.400880,1036.288319,9918.759623,-919.314598
120.401190,296.082377,8438.347739,2068.457845
120.401500,814.226536,8290.306550,919.314598
120.401809,1406.391290,6883.915261,459.657299
120.402119,5773.606348,7031.956449,766.095498
120.402429,1628.453072,5921.647536,7967.393179
120.402739,-0.000000,5551.544565,12793.794817
120.403049,-0.000000,6587.832884,11721.261119
120.403358,7254.018232,9474.636058,5362.668486
120.403668,4589.276840,6365.771101,1685.410096
120.403978,-1850.514855,9178.553681,9959.241474
120.404288,-222.061783,12361.439231,13942.938064
120.404598,2146.597232,11621.233289,5898.935335
120.404907,1776.494261,11473.192101,5362.668486
120.405217,-1702.473667,11991.336260,12640.575717
120.405527,-3775.050304,12139.377449,11031.775171
120.405837,-1850.514855,24204.734303,-1455.581446
120.406147,11695.253884,4515.256246,-2604.724693
120.406456,-222.061783,11917.315666,14402.595362
120.406766,-19245.354492,9252.574275,33095.325514
120.407076,5625.565159,22650.301825,1685.410096
120.407386,-0.000000,5107.421000,-6588.421283
120.407696,-1110.308913,11251.130318,3983.696590
120.408005,-13619.789333,3997.112087,14709.033562
120.408315,518.144159,12583.501014,2145.067394
120.408625,1924.535449,5329.482782,2528.115143
120.408935,-7254.018232,4219.173869,15551.738609
120.409245,4959.379811,4663.297435,14019.547613
120.409554,-6291.750507,-1924.535449,11261.603821
120.409864,5477.523971,6513.812290,15704.957709
120.410174,-3552.988522,4589.276840,12563.966167
120.410484,-0.000000,6587.832884,0.000000
120.410794,-666.185348,7698.141797,6971.469032
120.411103,-1850.514855,15840.407159,3064.381992
120.411413,7698.141797,11177.109724,-6128.763984
120.411723,1036.288319,13101.645173,11644.651570
120.412033,-74.020594,11621.233289,26200.466032
120.412343,666.185348,3404.947333,19305.606550
120.412652,5255.462188,7698.141797,10495.508323
120.412962,-2590.720797,5551.544565,12027.699319
120.413272,3256.906145,13101.645173,995.924147
120.413582,6513.812290,13989.892304,-7814.174080
120.413892,2738.761985,18949.272115,3447.429741
120.414201,-4441.235652,14952.160028,17313.758255
120.414511,-4663.297435,11325.150913,15168.690860
120.414821,1184.329507,11621.233289,4596.572988
120.415131,2220.617826,6735.874072,-1915.238745
120.415441,3034.844362,8068.244768,-1149.143247
120.415750,-518.144159,10658.965565,8273.831378
120.416060,-0.000000,12065.356855,14172.766713
120.416370,-296.082377,8142.265362,10878.556072
120.416680,4071.132681,5699.585753,4979.620737
120.416990,-2442.679609,5551.544565,7201.297681
120.417300,-6069.688724,3627.009116,7354.516781
120.417609,-2812.782580,7550.100608,2451.505594
120.417919,7698.141797,9104.533087,-7584.345430
120.418229,6143.709319,7994.224174,-1149.143247
120.418539,-2738.761985,6439.791695,17466.977354
120.418849,-6957.935855,8438.347739,23059.474490
120.419158,1924.535449,11621.233289,8810.098227
120.419468,4515.256246,9030.512492,-4060.306139
120.419778,-3108.864956,10436.903782,1838.629195
120.420088,-7698.141797,12583.501014,3370.820191
120.420398,1406.391290,14508.036463,-5975.544884
120.420707,9622.677246,14211.954086,-6741.640382
120.421017,444.123565,10732.986159,12793.794817
120.421327,-5995.668130,6883.915261,31256.696318
120.421637,4441.235652,5551.544565,18999.168350
120.421947,5255.462188,4293.194464,3830.477490
120.422256,-3182.885551,2590.720797,8044.002729
120.422566,1036.288319,-3849.070898,6665.030833
120.422876,-222.061783,13397.727550,-11184.994271
120.423186,16580.613101,15618.345376,4903.011187
120.423496,-21391.951724,10214.842000,27196.390179
120.423805,2368.659014,15470.304188,25051.322785
120.424115,888.247130,296.082377,536.266849
120.424425,-74.020594,10955.047942,-2681.334243
120.424735,-5181.441594,8438.347739,11261.603821
120.425045,6069.688724,15248.242405,-2298.286494
120.425354,1258.350101,12509.480420,-612.876398
120.425664,-1628.453072,16284.530724,19688.654299
120.425974,2368.659014,12139.377449,19995.092498
120.426284,-9548.656652,6957.935855,5515.887586
120.426594,-444.123565,10881.027347,10801.946522
120.426903,3627.009116,12805.562797,4443.353888
120.427213,1776.494261,9696.697840,-9806.022374
120.427523,-740.205942,14285.974681,7354.516781
120.427833,-5995.668130,17098.757260,19305.606550
120.428143,1628.453072,12583.501014,2298.286494
120.428452,3923.091493,10066.800811,-6511.811733
120.428762,-7179.997637,12065.356855,17313.758255
120.429072,-7624.121203,8438.347739,16241.224558
120.429382,6365.771101,4737.318029,-2145.067394
120.429692,3478.967927,7920.203579,0.000000
120.430001,-2294.638420,2738.761985,7814.174080
120.430311,2368.659014,5699.585753,3294.210641
120.430621,-0.000000,8068.244768,6281.983084
120.430931,-5995.668130,8142.265362,14632.424012
120.431241,3404.947333,9548.656652,8197.221829
120.431550,3404.947333,5921.647536,-4749.792088
120.431860,-4737.318029,444.123565,-3677.258390
120.432170,-7772.162391,7994.224174,5515.887586
120.432480,-444.123565,10214.842000,612.876398
120.432790,2072.576638,14137.933492,-5286.058936
120.433099,3552.988522,15470.304188,842.705048
120.433409,-0.000000,11103.089130,3294.210641
120.433719,-296.082377,9178.553681,5439.278036
120.434029,-2294.638420,9696.697840,7048.078582
120.434339,-2294.638420,9474.636058,459.657299
120.434649,6217.729913,11251.130318,-9959.241474
120.434958,4737.318029,8586.388927,-12027.699319
120.435268,-4959.379811,11547.212695,1532.190996
120.435578,-1924.535449,9474.636058,6894.859482
120.435888,2146.597232,10436.903782,-2911.162892
120.436198,5699.585753,8660.409521,-7124.688131
120.436507,1924.535449,3627.009116,2681.334243
120.436817,-1480.411884,6143.709319,7431.126331
120.437127,-296.082377,8734.430116,4060.306139
120.437437,444.123565,9474.636058,2911.162892
120.437747,7476.080014,12213.398043,-5669.106685
120.438056,6661.853478,9918.759623,-10342.289223
120.438366,-5625.565159,9548.656652,1838.629195
120.438676,-3108.864956,14434.015869,9882.631924
120.438986,4959.379811,9104.533087,-4366.744339
120.439296,8068.244768,6291.750507,-9806.022374
120.439605,-3404.947333,7254.018232,3524.039291
120.439915,-3404.947333,7994.224174,3370.820191
120.440225,2294.638420,13249.686362,-6665.030833
120.440535,2442.679609,15396.283594,-10648.727422
120.440845,3849.070898,9992.780217,-8656.879127
120.441154,-0.000000,9918.759623,-2068.457845
120.441464,-4219.173869,6587.832884,4903.011187
120.441774,-1184.329507,5255.462188,4060.306139
