#time,accel_x,accel_y,accel_z
125.280820,-0.000000,8956.491898,-995.924147
125.281129,-148.041188,8956.491898,-1378.971896
125.281439,296.082377,9030.512492,-1225.752797
125.281748,-370.102971,9474.636058,-1608.800546
125.282058,-0.000000,10066.800811,-1532.190996
125.282368,518.144159,9548.656652,-1378.971896
125.282677,-148.041188,8734.430116,-612.876398
125.282987,-0.000000,9326.594869,0.000000
125.283296,740.205942,8290.306550,-3983.696590
125.283606,740.205942,8512.368333,-3064.381992
125.283915,148.041188,10362.883188,-2451.505594
125.284225,-444.123565,10362.883188,0.000000
125.284535,222.061783,10140.821405,536.266849
125.284844,-74.020594,7772.162391,0.000000
125.285154,1628.453072,8660.409521,-1608.800546
125.285463,-0.000000,7846.182985,-2528.115143
125.285773,-0.000000,8808.450710,-1608.800546
125.286082,-962.267725,8734.430116,2757.943793
125.286392,296.082377,9326.594869,383.047749
125.286702,2072.576638,8956.491898,536.266849
125.287011,3182.885551,5551.544565,153.219100
125.287321,3627.009116,6439.791695,4136.915689
125.287630,1776.494261,8882.471304,7814.174080
125.287940,-1628.453072,5477.523971,11184.994271
125.288249,4885.359217,8734.430116,8427.050478
125.288559,5995.668130,7179.997637,3064.381992
125.288869,2368.659014,7476.080014,7737.564530
125.289178,-1998.556043,9252.574275,14402.595362
125.289488,148.041188,12805.562797,11108.384721
125.289797,1258.350101,10955.047942,4060.306139
125.290107,-296.082377,12657.521608,6818.249932
125.290416,1554.432478,11991.336260,9422.974625
125.290726,-15988.448347,6587.832884,11261.603821
125.291036,22280.198854,22798.343014,-7277.907231
125.291345,-11325.150913,5773.606348,6588.421283
125.291655,-11399.171507,13841.851115,27579.437928
125.291964,-6217.729913,11325.150913,21910.331243
125.292274,1924.535449,8068.244768,-4136.915689
125.292584,8364.327145,18061.024985,-4749.792088
125.292893,-17024.736666,4071.132681,14555.814462
125.293203,-0.000000,13397.727550,7354.516781
125.293512,-740.205942,3552.988522,1302.362347
125.293822,-4293.194464,7920.203579,8886.707777
125.294131,444.123565,3404.947333,18539.511052
125.294441,-518.144159,888.247130,10725.336972
125.294751,-1184.329507,11621.233289,15858.176809
125.295060,-962.267725,518.144159,17543.586904
125.295370,1628.453072,8882.471304,4903.011187
125.295679,-1258.350101,2812.782580,3140.991542
