#time,accel_x,accel_y,accel_z
91.901641,-0.000000,9770.718434,-766.095498
91.901950,-0.000000,9474.636058,-3600.648841
91.902260,-0.000000,9030.512492,-2221.676944
91.902570,-296.082377,9178.553681,-1455.581446
91.902880,-0.000000,9992.780217,-1225.752797
91.903189,-962.267725,9844.739029,-153.219100
91.903499,-0.000000,9622.677246,-842.705048
91.903809,296.082377,9326.594869,-1378.971896
91.904119,-0.000000,9030.512492,-1991.848295
91.904428,-0.000000,9474.636058,-1302.362347
91.904738,-814.226536,11251.130318,3064.381992
91.905048,-0.000000,9474.636058,-459.657299
91.905358,1184.329507,9474.636058,-2068.457845
91.905667,-592.164754,9178.553681,-1991.848295
91.905977,-74.020594,10362.883188,-306.438199
91.906287,-222.061783,9992.780217,-995.924147
91.906596,-444.123565,8586.388927,-1072.533697
91.906906,888.247130,9252.574275,-1302.362347
91.907216,-0.000000,8956.491898,-1378.971896
91.907526,-0.000000,7920.203579,-4673.182538
91.907835,222.061783,8290.306550,-536.266849
91.908145,740.205942,8660.409521,995.924147
91.908455,1406.391290,7846.182985,1685.410096
91.908765,3256.906145,6513.812290,229.828649
91.909074,1406.391290,7031.956449,5515.887586
91.909384,2368.659014,7550.100608,10035.851024
91.909694,-666.185348,5033.400406,10265.679673
91.910004,6365.771101,8290.306550,7431.126331
91.910313,5181.441594,5921.647536,2374.896044
91.910623,-370.102971,7550.100608,9116.536426
91.910933,-2220.617826,10288.862594,16241.224558
91.911243,2886.803174,11177.109724,7814.174080
91.911552,1480.411884,11399.171507,2757.943793
91.911862,-592.164754,10955.047942,8273.831378
91.912172,-1850.514855,12435.459826,10189.070123
91.912482,-16654.633695,9178.553681,7354.516781
91.912791,19763.498651,23464.528361,-5439.278036
91.913101,-8068.244768,4663.297435,8120.612279
91.913411,-9178.553681,13027.624579,24821.494135
91.913721,-2368.659014,14285.974681,18616.120601
91.914030,-2294.638420,7254.018232,-1455.581446
91.914340,7698.141797,15544.324782,-3600.648841
91.914650,-16062.468941,3330.926739,14325.985813
91.914960,148.041188,14804.118840,5056.230287
91.915269,222.061783,4293.194464,1532.190996
91.915579,-4589.276840,7846.182985,8427.050478
91.915889,3108.864956,5329.482782,17466.977354
91.916198,-2072.576638,444.123565,15321.909960
91.916508,1628.453072,5403.503377,13942.938064
91.916818,-4737.318029,2886.803174,18233.072852
91.917128,3997.112087,8290.306550,3294.210641
91.917437,-2516.700203,5699.585753,-1378.971896
91.917747,370.102971,16580.613101,3294.210641
91.918057,592.164754,11103.089130,1685.410096
91.918367,4515.256246,13619.789333,5975.544884
91.918676,1554.432478,11621.233289,20607.968896
91.918986,592.164754,1554.432478,24591.665486
91.919296,1480.411884,6143.709319,15934.786358
91.919606,-888.247130,4367.215058,7890.783629
91.919915,4219.173869,12213.398043,1149.143247
91.920225,5255.462188,14508.036463,-4903.011187
91.920535,1776.494261,16506.592507,-1072.533697
91.920845,-3552.988522,16210.510130,16164.615008
91.921154,-7105.977043,13101.645173,16624.272307
91.921464,1554.432478,10510.924376,5056.230287
91.921774,1850.514855,10955.047942,-8120.612279
91.922084,3701.029710,9326.594869,-1225.752797
91.922393,962.267725,9622.677246,8580.269578
91.922703,-1110.308913,10436.903782,15398.519510
91.923013,-370.102971,10362.883188,12947.013916
91.923323,4145.153275,5625.565159,5132.839837
91.923632,-74.020594,3034.844362,-459.657299
91.923942,-9178.553681,4441.235652,4749.792088
91.924252,-4663.297435,9844.739029,1455.581446
91.924562,3552.988522,11103.089130,-11414.822920
91.924871,6143.709319,9474.636058,-10342.289223
91.925181,-1776.494261,9030.512492,7431.126331
91.925491,-7550.100608,8068.244768,18079.853753
91.925800,-2368.659014,9992.780217,13483.280765
91.926110,6735.874072,9992.780217,-1762.019645
91.926420,2812.782580,7994.224174,-10342.289223
91.926730,-6883.915261,9992.780217,-3907.087040
91.927039,-10140.821405,13249.686362,-2528.115143
91.927349,9326.594869,15766.386565,-14938.862211
91.927659,8142.265362,9252.574275,-11184.994271
91.927969,-3330.926739,6513.812290,14862.252661
91.928278,-6661.853478,-1110.308913,22982.864940
91.928588,2664.741391,666.185348,1762.019645
91.928898,9252.574275,2072.576638,-5209.449386
91.929208,-10214.842000,-2368.659014,6741.640382
91.929517,5477.523971,12139.377449,1685.410096
91.929827,4663.297435,5033.400406,-13866.328514
91.930137,3923.091493,13101.645173,-7584.345430
91.930447,592.164754,10140.821405,13176.842566
91.930756,-0.000000,6735.874072,14249.376263
91.931066,888.247130,7994.224174,10878.556072
91.931376,1036.288319,6957.935855,6818.249932
91.931686,5699.585753,11917.315666,-6588.421283
91.931995,-3997.112087,14508.036463,-8580.269578
91.932305,-4515.256246,20725.766376,-3140.991542
91.932615,5033.400406,19541.436869,-10878.556072
91.932925,7105.977043,21465.972318,-15321.909960
91.933234,-9770.718434,13249.686362,11721.261119
91.933544,-9696.697840,12583.501014,30490.600820
91.933854,7328.038826,8956.491898,2757.943793
91.934163,8068.244768,5329.482782,-15398.519510
91.934473,-6291.750507,11843.295072,1991.848295
91.934783,-3404.947333,13323.706956,2757.943793
91.935093,11695.253884,14878.139434,-18769.339701
91.935402,3923.091493,16210.510130,-8273.831378
91.935712,-12361.439231,8734.430116,22906.255390
91.936022,-7476.080014,2146.597232,20224.921147
91.936332,4071.132681,-1258.350101,-4519.963438
91.936641,-2072.576638,-888.247130,-5362.668486
91.936951,-6291.750507,4515.256246,1838.629195
91.937261,2072.576638,11621.233289,-10418.898773
91.937571,5033.400406,12435.459826,-14402.595362
91.937880,-1332.370696,14285.974681,7584.345430
91.938190,-5995.668130,10658.965565,20224.921147
91.938500,-444.123565,1850.514855,7354.516781
91.938810,-3034.844362,-1406.391290,3294.210641
91.939119,-6439.791695,4367.215058,5439.278036
91.939429,2516.700203,9030.512492,-9652.803275
91.939739,8438.347739,11991.336260,-18769.339701
91.940049,1258.350101,17320.819043,0.000000
91.940358,-740.205942,17764.942608,13253.452115
91.940668,-814.226536,11103.089130,5439.278036
91.940978,-2442.679609,6587.832884,5975.544884
91.941288,-4515.256246,8808.450710,7354.516781
91.941597,-592.164754,11769.274478,-7277.907231
91.941907,4737.318029,12509.480420,-15704.957709
91.942217,5551.544565,14656.077652,-10955.165621
91.942527,962.267725,14878.139434,0.000000
91.942836,-3552.988522,12287.418637,7507.735880
91.943146,-3034.844362,11399.171507,11721.261119
91.943456,444.123565,7550.100608,1072.533697
91.943765,-740.205942,6291.750507,-7277.907231
91.944075,-1554.432478,6661.853478,-11338.213370
91.944385,3923.091493,6883.915261,-15092.081311
91.944695,7846.182985,6883.915261,-9806.022374
91.945004,-5033.400406,10436.903782,3370.820191
91.945314,-3701.029710,9844.739029,17620.196454
91.945624,2812.782580,9992.780217,5515.887586
91.945934,962.267725,4737.318029,-9346.365076
91.946243,-2812.782580,7179.997637,-5975.544884
91.946553,1628.453072,5551.544565,-12257.527968
91.946863,6883.915261,5847.626942,-17926.634653
91.947173,5847.626942,11695.253884,-4826.401637
91.947482,-5921.647536,8586.388927,15015.471761
91.947792,1480.411884,11547.212695,13713.109414
91.948102,4441.235652,8290.306550,2451.505594
91.948412,-666.185348,3997.112087,-4903.011187
91.948721,1036.288319,7105.977043,-6894.859482
91.949031,4293.194464,5403.503377,-11414.822920
91.949341,7105.977043,11029.068536,-13559.890315
91.949651,3330.926739,12435.459826,1378.971896
91.949960,-7328.038826,12805.562797,13100.233016
91.950270,-1258.350101,11325.150913,17466.977354
91.950580,-814.226536,10140.821405,3983.696590
91.950890,148.041188,10214.842000,-9193.145976
91.951199,1036.288319,10362.883188,-14938.862211
91.951509,1406.391290,10658.965565,-16854.100956
91.951819,3997.112087,11547.212695,-15321.909960
91.952128,-4589.276840,12509.480420,7354.516781
91.952438,-6587.832884,12361.439231,20684.578446
91.952748,-0.000000,9770.718434,11491.432470
91.953058,-888.247130,5033.400406,-1685.410096
91.953367,-3182.885551,8882.471304,-3370.820191
91.953677,-1184.329507,6957.935855,-11568.042020
91.953987,5921.647536,7402.059420,-18922.558801
91.954297,-1184.329507,11103.089130,-2298.286494
91.954606,-7772.162391,9400.615463,16394.443657
91.954916,-740.205942,9030.512492,12410.747068
91.955226,296.082377,9104.533087,2987.772442
91.955536,-5255.462188,7254.018232,2068.457845
91.955845,-3256.906145,10584.944971,-6281.983084
91.956155,10362.883188,5033.400406,-19228.997000
91.956465,6069.688724,6365.771101,-13330.061665
91.956774,-444.123565,10140.821405,9116.536426
91.957084,-5995.668130,8364.327145,20531.359346
91.957394,1702.473667,8364.327145,15704.957709
91.957703,740.205942,6217.729913,6281.983084
91.958013,-1184.329507,6661.853478,-3907.087040
91.958323,-0.000000,6365.771101,-13636.499864
91.958632,4737.318029,8142.265362,-18003.244203
91.958942,6513.812290,13767.830521,-8273.831378
91.959252,-1850.514855,13915.871710,9193.145976
91.959561,-4589.276840,15396.283594,21603.893044
91.959871,-2368.659014,11917.315666,14709.033562
91.960180,-1702.473667,10955.047942,-689.485948
91.960490,592.164754,12361.439231,-13483.280765
91.960800,3256.906145,10807.006753,-22140.159892
91.961109,7402.059420,11695.253884,-21144.235745
91.961419,-1924.535449,13323.706956,-1072.533697
91.961729,-5699.585753,11917.315666,20531.359346
91.962038,148.041188,10510.924376,19305.606550
91.962348,740.205942,3108.864956,5745.716235
91.962658,-4959.379811,-0.000000,1455.581446
91.962967,-148.041188,5329.482782,-8963.317327
91.963277,3997.112087,6143.709319,-27579.437928
91.963586,5033.400406,9696.697840,-14096.157163
91.963896,-6587.832884,12805.562797,9576.193725
91.964206,-4219.173869,11029.068536,16700.881856
91.964515,444.123565,8586.388927,9959.241474
91.964825,-5921.647536,7179.997637,4596.572988
91.965135,-0.000000,10955.047942,-5822.325785
91.965444,5181.441594,7772.162391,-23825.569988
91.965754,6217.729913,9548.656652,-22063.550342
91.966064,444.123565,13249.686362,2298.286494
91.966373,-2738.761985,11473.192101,12257.527968
91.966683,-0.000000,10140.821405,15628.348159
91.966993,2738.761985,7402.059420,10725.336972
91.967302,-2886.803174,3849.070898,2681.334243
91.967612,592.164754,7698.141797,-8120.612279
91.967921,8290.306550,4219.173869,-20761.187996
91.968231,10436.903782,9252.574275,-17850.025103
91.968541,-4293.194464,10881.027347,2528.115143
91.968850,-5551.544565,11103.089130,19458.825649
91.969160,-148.041188,16432.571912,14249.376263
91.969470,-2368.659014,10732.986159,-1838.629195
91.969779,-2072.576638,13175.665768,-7814.174080
91.970089,1110.308913,10362.883188,-14019.547613
91.970399,5699.585753,7476.080014,-25051.322785
91.970708,6069.688724,11029.068536,-12947.013916
91.971018,-8142.265362,11843.295072,14172.766713
91.971328,-5551.544565,10732.986159,22753.036291
91.971637,2886.803174,7846.182985,8733.488677
91.971947,-148.041188,3627.009116,-1225.752797
91.972256,-5255.462188,5995.668130,-3294.210641
91.972566,4737.318029,5403.503377,-17313.758255
91.972876,6957.935855,7254.018232,-20991.016645
91.973185,-3182.885551,11473.192101,459.657299
91.973495,-8512.368333,12213.398043,19305.606550
91.973805,-74.020594,13619.789333,13406.671215
91.974114,-1332.370696,9326.594869,3830.477490
91.974424,-3923.091493,12731.542202,612.876398
91.974734,2960.823768,12213.398043,-13176.842566
91.975043,4885.359217,8364.327145,-23595.741338
91.975353,5181.441594,11325.150913,-10955.165621
91.975662,-3775.050304,12139.377449,9882.631924
91.975972,-5995.668130,9992.780217,20991.016645
91.976282,1406.391290,9622.677246,12257.527968
