#time,accel_x,accel_y,accel_z
122.838113,-0.000000,9326.594869,-919.314598
122.838423,-222.061783,9548.656652,-919.314598
122.838732,888.247130,11103.089130,-3753.867940
122.839042,296.082377,9178.553681,-1608.800546
122.839352,-0.000000,9252.574275,-2145.067394
122.839661,-74.020594,9400.615463,-1685.410096
122.839971,-222.061783,9770.718434,1455.581446
122.840280,-0.000000,9474.636058,-842.705048
122.840590,740.205942,9474.636058,-1225.752797
122.840900,-444.123565,8808.450710,-919.314598
122.841209,-370.102971,9622.677246,-1838.629195
122.841519,2294.638420,7550.100608,-1302.362347
122.841828,888.247130,10066.800811,-1915.238745
122.842138,-592.164754,10140.821405,-612.876398
122.842448,592.164754,9548.656652,153.219100
122.842757,-0.000000,9030.512492,-689.485948
122.843067,148.041188,9474.636058,-2145.067394
122.843376,222.061783,8660.409521,-2145.067394
122.843686,-222.061783,9770.718434,-1072.533697
122.843995,148.041188,10066.800811,153.219100
122.844305,-1776.494261,9548.656652,-1838.629195
122.844615,1110.308913,8734.430116,919.314598
122.844924,2368.659014,6661.853478,306.438199
122.845234,4737.318029,6661.853478,2374.896044
122.845543,2072.576638,8068.244768,10265.679673
122.845853,1036.288319,6883.915261,9806.022374
122.846163,3404.947333,7550.100608,9576.193725
122.846472,6661.853478,8290.306550,3677.258390
122.846782,2886.803174,6957.935855,3447.429741
122.847091,-2368.659014,8882.471304,12180.918418
122.847401,370.102971,12953.603985,11721.261119
122.847711,740.205942,10955.047942,5975.544884
122.848020,-0.000000,12435.459826,8044.002729
122.848330,-444.123565,12731.542202,11414.822920
122.848639,-15100.201217,13397.727550,13176.842566
122.848949,28053.805202,17912.983796,-6588.421283
122.849259,-14063.912898,8438.347739,3370.820191
122.849568,-6439.791695,16432.571912,22676.426741
122.849878,-16210.510130,8586.388927,26660.123330
122.850187,4293.194464,12361.439231,383.047749
122.850497,9474.636058,12509.480420,-4749.792088
122.850806,-12805.562797,9178.553681,9882.631924
122.851116,-3849.070898,12287.418637,7048.078582
122.851426,370.102971,6587.832884,1455.581446
122.851735,-1702.473667,9474.636058,4673.182538
122.852045,-3552.988522,4885.359217,18233.072852
122.852354,2442.679609,2960.823768,12180.918418
122.852664,-4219.173869,2664.741391,12487.356617
122.852974,-296.082377,3923.091493,18233.072852
122.853283,962.267725,10066.800811,6588.421283
122.853593,-1036.288319,592.164754,1685.410096
122.853902,666.185348,15174.221811,6128.763984
122.854212,1332.370696,9548.656652,-459.657299
122.854522,2664.741391,14656.077652,76.609550
122.854831,1628.453072,12213.398043,19841.873398
122.855141,444.123565,6291.750507,22676.426741
122.855450,444.123565,5107.421000,16241.224558
122.855760,-0.000000,7846.182985,13100.233016
122.856070,-1036.288319,8882.471304,7354.516781
122.856379,6513.812290,13323.706956,-4443.353888
122.856689,5329.482782,16210.510130,-4136.915689
122.856998,-0.000000,16210.510130,9422.974625
122.857308,-4219.173869,14508.036463,18309.682402
122.857617,-4145.153275,11695.253884,13253.452115
122.857927,3923.091493,9696.697840,1378.971896
122.858237,3997.112087,7772.162391,-5056.230287
122.858546,1036.288319,8512.368333,919.314598
122.858856,-0.000000,10214.842000,13253.452115
122.859165,-0.000000,11177.109724,14172.766713
122.859475,2146.597232,7476.080014,8886.707777
122.859785,2368.659014,5181.441594,4060.306139
122.860094,-5255.462188,1850.514855,10801.946522
122.860404,-7105.977043,5329.482782,7431.126331
122.860713,888.247130,9030.512492,-536.266849
122.861023,8734.430116,7698.141797,-8810.098227
122.861333,4737.318029,9178.553681,1838.629195
122.861642,-6513.812290,7846.182985,21757.112143
122.861952,-5921.647536,9844.739029,21910.331243
122.862261,4737.318029,9622.677246,4136.915689
122.862571,3330.926739,10214.842000,-4213.525239
122.862881,-1924.535449,10510.924376,4903.011187
122.863190,-7031.956449,11621.233289,76.609550
122.863500,4663.297435,15692.365970,-7967.393179
122.863809,8586.388927,13471.748144,-1838.629195
122.864119,-2072.576638,8734.430116,18845.949251
122.864429,-3701.029710,3849.070898,32329.230016
122.864738,3330.926739,3182.885551,14249.376263
122.865048,4293.194464,2442.679609,1915.238745
122.865357,-4367.215058,5181.441594,7814.174080
122.865667,-3330.926739,-7476.080014,3217.601092
122.865976,-3182.885551,6439.791695,-8350.440928
122.866286,10066.800811,13693.809927,8810.098227
